,Topic,Words,Frequency,Timestamp
6285,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",2,2017-10-07 04:25:07.885714176+00:00
6286,50,"stadt, hochwasser, nk, januar, fischauktionshalle",1,2017-10-07 04:25:07.885714176+00:00
6287,54,"wind, befoerdert, unwette, prinzipiell, pyramide",1,2017-10-07 04:25:07.885714176+00:00
6288,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",2,2017-10-08 21:58:25.371428608+00:00
6289,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-10-09 18:45:04.114285824+00:00
6290,-1,"woodpecker, putin, bundesland, sammywilktour, doepfner",1,2017-10-10 15:31:42.857142784+00:00
6291,-1,"hochwasser, einsatzbericht, sammywilktour, doepfner, taxi",1,2017-10-12 09:05:00.342857216+00:00
6292,-1,"ltwnds, reduziert, landtagswahl, scheiße, angst",2,2017-10-14 02:38:17.828571392+00:00
6293,70,"friedrichsau, add, stadtgemeinde, best, slovakia",1,2017-10-14 02:38:17.828571392+00:00
6294,166,"dafuer, gntm, hpenergie, regimechange, iranischen",1,2017-10-14 02:38:17.828571392+00:00
6295,-1,"sophiengasse, geld, immer, stadt, hochwasser",2,2017-10-15 20:11:35.314285824+00:00
6296,319,"integration, scheitern, warum, faktencheck, regimen",1,2017-10-15 20:11:35.314285824+00:00
6297,-1,"bikelife, vintage, sicherheitsschloss, nenn, stadt",1,2017-10-16 16:58:14.057142784+00:00
6298,-1,"schiff, besser, hochwasser, sammywilktour, doepfner",1,2017-10-18 10:31:31.542857216+00:00
6299,161,"schrotthaufen, stadtgemeinde, wirbelt, roche, segwaytour",1,2017-10-19 07:18:10.285714176+00:00
6300,31,"altersbach, noah, praezise, blubb, kaiserbruecke",1,2017-10-21 21:38:06.514285824+00:00
6301,-1,"brandenburger, besseren, schutz, stadtgemeinde, hochwasser",2,2017-10-23 15:11:24+00:00
6302,25,"symbolbild, fahrrad, rums, pfarrstraße, engel",1,2017-10-23 15:11:24+00:00
6303,9,"einfacher, profitieren, pflegearbeiten, hilfeleistung, beantragen",1,2017-10-24 11:58:02.742857216+00:00
6304,103,"physiker, lana, tv, camper, tageslicht",1,2017-10-25 08:44:41.485714176+00:00
6305,170,"geschaeftsfuehr, thw, nordbayern, mellingstedt, lemsahl",1,2017-10-25 08:44:41.485714176+00:00
6306,250,"haeuser, ahrweiler, wetterticker, damages, psa",1,2017-10-25 08:44:41.485714176+00:00
6307,-1,"stadt, hochwasser, einsatzbericht, sammywilktour, dudg",1,2017-10-26 05:31:20.228571392+00:00
6308,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-10-26 05:31:20.228571392+00:00
6309,129,"hamburg, nordseekueste, blitzeinschlaege, regentsunami, strafzeiten",1,2017-10-26 05:31:20.228571392+00:00
6310,152,"morgen, heute, vormittag, shoobamusic, twitterlaufgruppe",1,2017-10-26 05:31:20.228571392+00:00
6311,246,"unterhaltsvorschuss, hydrometeorologe, costa, risikogebiete, interaktive",1,2017-10-26 05:31:20.228571392+00:00
6312,293,"sehhund, sehmann, sonntagmorgen, patientenakten, tabellenspitze",1,2017-10-26 05:31:20.228571392+00:00
6313,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",5,2017-10-27 02:17:58.971428608+00:00
6314,26,"aktuelle, info, liegt, mehr, pegel",1,2017-10-27 02:17:58.971428608+00:00
6315,-1,"stoepsel, halber, hydrographie, farge, weserkurier",12,2017-10-28 19:51:16.457142784+00:00
6316,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",2,2017-10-28 19:51:16.457142784+00:00
6317,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",5,2017-10-28 19:51:16.457142784+00:00
6318,2,"dwd, krankheitserregern, bauingenieure, ortwarnung, wuerschnitz",2,2017-10-28 19:51:16.457142784+00:00
6319,3,"rund, metern, rheinpegel, zurueckgeht, stunde",1,2017-10-28 19:51:16.457142784+00:00
6320,14,"bilder, duschen, hochwasser, angrenzenden, waschen",1,2017-10-28 19:51:16.457142784+00:00
6321,28,"friedlich, morgen, schneeschmelze, schneechaos, schneit",1,2017-10-28 19:51:16.457142784+00:00
6322,46,"schwerer, warnung, gfoehrlichi, deichspaziergang, mulde",1,2017-10-28 19:51:16.457142784+00:00
6323,52,"landunter, live, bergwerke, alpenparadies, millionenschaeden",1,2017-10-28 19:51:16.457142784+00:00
6324,58,"verschlossenen, objekte, security, schutzmaßnahmen, netzinfrastruktur",1,2017-10-28 19:51:16.457142784+00:00
6325,67,"stadt, hochwasser, klimageblubber, fynn, heißluftballons",1,2017-10-28 19:51:16.457142784+00:00
6326,91,"urauffuehrung, komponieren, westdeutsche, jugendliche, sportschau",1,2017-10-28 19:51:16.457142784+00:00
6327,103,"camper, ifttt, mill, naechstes, bundestrainer",4,2017-10-28 19:51:16.457142784+00:00
6328,109,"zeitzeugen, ddbnetzwerk, großveranstaltungen, keinraumfuerquerdenken, keinraumfuerquerdenker",2,2017-10-28 19:51:16.457142784+00:00
6329,123,"queenmary, spaeter, stormchasing, slalom, sandboden",1,2017-10-28 19:51:16.457142784+00:00
6330,143,"sturm, stadt, hochwasser, ohhh, ueberlebenswille",1,2017-10-28 19:51:16.457142784+00:00
6331,156,"wasserstand, ehepaar, rapper, xatar, differenz",1,2017-10-28 19:51:16.457142784+00:00
6332,166,"wind, halt, indonesischer, gntm, hpenergie",1,2017-10-28 19:51:16.457142784+00:00
6333,193,"komponieren, jugendliche, bot, parkhaus, faehrstelle",1,2017-10-28 19:51:16.457142784+00:00
6334,203,"stadt, hochwasser, cellos, dankemerkel, kasselberg",1,2017-10-28 19:51:16.457142784+00:00
6335,204,"oben, vielleicht, ne, riskierst, haetteste",1,2017-10-28 19:51:16.457142784+00:00
6336,217,"bar, untertuerken, windows, karnevalsprinzen, joke",1,2017-10-28 19:51:16.457142784+00:00
6337,224,"niedrig, surferwellen, altenhafen, durchflussverhaeltnissen, hochdruckwetter",1,2017-10-28 19:51:16.457142784+00:00
6338,227,"wasser, intelligente, telegrafenstraße, mellingburger, hometown",1,2017-10-28 19:51:16.457142784+00:00
6339,239,"containerterminal, hafengeburtstag, arbre, moselpromenade, tide",2,2017-10-28 19:51:16.457142784+00:00
6340,245,"unfaehig, usw, schutz, week, eissport",1,2017-10-28 19:51:16.457142784+00:00
6341,263,"vorteile, stock, hafencity, badenonline, wahlkampffail",1,2017-10-28 19:51:16.457142784+00:00
6342,277,"klimakrise, tierproduktekonsum, mutante, mythos, hitzebelastung",1,2017-10-28 19:51:16.457142784+00:00
6343,309,"lipinski, schwarzbraunerosten, sari, patriotisch, ortm",1,2017-10-28 19:51:16.457142784+00:00
6344,324,"abenteuerurlaub, papa, amerikanische, risikobeurteilungen, machtverlust",1,2017-10-28 19:51:16.457142784+00:00
6345,340,"fischmarkt, orkanfelix, geburtenrekord, marktschreier, roughity",1,2017-10-28 19:51:16.457142784+00:00
6346,359,"willkommhoeft, urlaubsplanung, studiogast, weggefahren, lokalzeit",1,2017-10-28 19:51:16.457142784+00:00
6347,365,"farge, badortburg, straßensperrung, sprinterpokal, sfcb",1,2017-10-28 19:51:16.457142784+00:00
6348,410,"schwere, fast, soma, optimale, rotebruecke",1,2017-10-28 19:51:16.457142784+00:00
6349,435,"romantik, fischmarkt, fischauktionshalle, ausschlafen, bisschenwasser",1,2017-10-28 19:51:16.457142784+00:00
6350,448,"iwi, vielversprechend, roeckchen, boerwang, drohender",1,2017-10-28 19:51:16.457142784+00:00
6351,469,"vormittag, metern, stagniert, guckn, juhuuuu",1,2017-10-28 19:51:16.457142784+00:00
6352,473,"derfotokrieger, orthafen, sandsackabfuellanlagen, sonntagsspaziergang, kautionsfrei",1,2017-10-28 19:51:16.457142784+00:00
6353,-1,"schweroelverbot, havariekommandos, gestrandet, nowak, problematisch",9,2017-10-29 16:37:55.200000+00:00
6354,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",1,2017-10-29 16:37:55.200000+00:00
6355,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",2,2017-10-29 16:37:55.200000+00:00
6356,4,"wetter, stadtgemeinde, leegebruch, starkniederschlaege, kanalsiebe",1,2017-10-29 16:37:55.200000+00:00
6357,6,"amsterdam, glory, sandbank, nordbuzz, stadtgemeinde",2,2017-10-29 16:37:55.200000+00:00
6358,15,"kabutzenhof, faehrverkehr, verkehrsbehinderungen, verkehrschaos, verkehrseinschraenkungen",1,2017-10-29 16:37:55.200000+00:00
6359,37,"amsterdam, hw, wasser, stadtgemeinde, wellenbad",1,2017-10-29 16:37:55.200000+00:00
6360,61,"havarierter, gelaufen, grund, stadtgemeinde, opern",1,2017-10-29 16:37:55.200000+00:00
6361,117,"wetter, stadtgemeinde, suedliches, ostbelgien, glueht",2,2017-10-29 16:37:55.200000+00:00
6362,149,"stadtgemeinde, neujahrsempfang, kavoma, jugendlicher, jahrhundertkatastrophe",2,2017-10-29 16:37:55.200000+00:00
6363,193,"stadtgemeinde, parkhaus, faehrstelle, haaresbreite, vorabinfo",1,2017-10-29 16:37:55.200000+00:00
6364,214,"gestrandet, wetter, stadtgemeinde, geodaten, schwerer",1,2017-10-29 16:37:55.200000+00:00
6365,384,"ignori, mondphase, ueberwachungsgesetze, umweltschuetzer, hagelflieger",1,2017-10-29 16:37:55.200000+00:00
6366,417,"news, militaerischen, diskreditieren, breaking, chats",1,2017-10-29 16:37:55.200000+00:00
6367,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",3,2017-10-30 13:24:33.942857216+00:00
6368,26,"aktuelle, info, liegt, mehr, pegel",1,2017-10-30 13:24:33.942857216+00:00
6369,293,"hochwasser, tabellenspitze, stadtbekannte, frieden, sehmann",1,2017-11-01 06:57:51.428571392+00:00
6370,-1,"stadtmauer, talstadt, schutz, hochwasser, einsatzbericht",1,2017-11-02 03:44:30.171428608+00:00
6371,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-11-02 03:44:30.171428608+00:00
6372,293,"hochwasser, tabellenspitze, stadtbekannte, frieden, sehmann",1,2017-11-02 03:44:30.171428608+00:00
6373,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-11-03 21:17:47.657142784+00:00
6374,293,"hochwasser, tabellenspitze, stadtbekannte, frieden, sehmann",1,2017-11-03 21:17:47.657142784+00:00
6375,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-11-04 18:04:26.400000+00:00
6376,4,"hochwasser, starkniederschlaege, kanalsiebe, bohrarbeiten, nordhausen",1,2017-11-04 18:04:26.400000+00:00
6377,376,"hinrichs, behelfsbruecke, aqua, pflanzenmaterial, todgeweihten",1,2017-11-04 18:04:26.400000+00:00
6378,478,"globalisierung, diskussionsstoff, eudiktatur, twitterzensur, merkelmussweg",1,2017-11-04 18:04:26.400000+00:00
6379,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-11-05 14:51:05.142857216+00:00
6380,199,"deichsicherungsmaßnahmen, investiert, pfandsystem, umweltbelastung, planete",1,2017-11-05 14:51:05.142857216+00:00
6381,201,"warnt, stadtgemeinde, verunglueckt, steine, portalen",2,2017-11-05 14:51:05.142857216+00:00
6382,373,"deichsicherungsmaßnahmen, pinwand, stromversorg, plastikmehrwegflaschen, westdeut",1,2017-11-05 14:51:05.142857216+00:00
6383,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-11-06 11:37:43.885714176+00:00
6384,67,"lagerraum, heißluftballons, ballon, klimageblubber, fynn",1,2017-11-06 11:37:43.885714176+00:00
6385,-1,"sicherheit, more, einsatzbericht, sammywilktour, doepfner",2,2017-11-07 08:24:22.628571392+00:00
6386,264,"software, com, sicherheit, neues, selfie",1,2017-11-07 08:24:22.628571392+00:00
6387,267,"sicherheit, rentner, allianz, spendenausgabe, niedriglohnhintergrund",1,2017-11-07 08:24:22.628571392+00:00
6388,-1,"wahlplakate, stadt, hochwasser, einsatzbericht, sammywilktour",1,2017-11-08 05:11:01.371428608+00:00
6389,15,"wappnet, stadt, hochwasser, verkehrsbehinderungen, verkehrschaos",1,2017-11-08 05:11:01.371428608+00:00
6390,398,"orkane, vandalismus, depression, emotionalste, latestagecapitalism",1,2017-11-08 05:11:01.371428608+00:00
6391,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-11-09 22:44:18.857142784+00:00
6392,131,"klaffenbach, elbufer, yachthafen, sign, allroad",1,2017-11-09 22:44:18.857142784+00:00
6393,248,"paketbestellungen, amazon, privatleute, obdachlose, pflegemanagement",4,2017-11-09 22:44:18.857142784+00:00
6394,-1,"stadt, hochwasser, einsatzbericht, sammywilktour, doepfner",1,2017-11-10 19:30:57.600000+00:00
6395,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",1,2017-11-10 19:30:57.600000+00:00
6396,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-11-10 19:30:57.600000+00:00
6397,19,"privatbrauerei, ehrenamtlichen, helfern, sommer, wetterexper",1,2017-11-10 19:30:57.600000+00:00
6398,26,"aktuelle, info, liegt, mehr, pegel",1,2017-11-10 19:30:57.600000+00:00
6399,248,"amazon, privatleute, paketbestellungen, obdachlose, pflegemanagement",1,2017-11-10 19:30:57.600000+00:00
6400,-1,"derby, hagelt, vs, stadt, hochwasser",1,2017-11-11 16:17:36.342857216+00:00
6401,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",5,2017-11-11 16:17:36.342857216+00:00
6402,181,"cop, erosion, satelliten, zuvor, zeichen",1,2017-11-11 16:17:36.342857216+00:00
6403,424,"heute, gigantisches, standes, baumstumpen, weihnachts",1,2017-11-11 16:17:36.342857216+00:00
6404,-1,"schaden, stadt, hochwasser, sammywilktour, doepfner",1,2017-11-12 13:04:15.085714176+00:00
6405,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",5,2017-11-12 13:04:15.085714176+00:00
6406,-1,"generationenvertrag, renten, grps, lacuisine, gewaesser",4,2017-11-13 09:50:53.828571392+00:00
6407,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",1,2017-11-13 09:50:53.828571392+00:00
6408,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",7,2017-11-13 09:50:53.828571392+00:00
6409,-1,"hochwasser, einsatzbericht, sammywilktour, doepfner, taxi",1,2017-11-14 06:37:32.571428608+00:00
6410,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",1,2017-11-14 06:37:32.571428608+00:00
6411,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",2,2017-11-14 06:37:32.571428608+00:00
6412,332,"fluessestadt, personalisierte, funktioniert, landkreis, bauhofs",1,2017-11-14 06:37:32.571428608+00:00
6413,-1,"frankfurter, ueberschwemmt, stadt, einsatzbericht, sammywilktour",1,2017-11-15 03:24:11.314285824+00:00
6414,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",1,2017-11-15 03:24:11.314285824+00:00
6415,6,"bahnhof, bundesland, stadt, sandsaeckle, fuechtet",1,2017-11-15 03:24:11.314285824+00:00
6416,49,"wasserrohrbruch, halben, teilnehmer, aufgewachsen, stadtbad",1,2017-11-15 03:24:11.314285824+00:00
6417,-1,"stoppen, fc, stadt, hochwasser, einsatzbericht",2,2017-11-16 20:57:28.800000+00:00
6418,64,"hund, morgen, landesstiftung, flensburger, kirchgemeinden",1,2017-11-16 20:57:28.800000+00:00
6419,196,"fußball, stoppen, fc, sv, huenfelder",1,2017-11-16 20:57:28.800000+00:00
6420,209,"nordsee, allerdings, leichte, streamen, flaechenbr",1,2017-11-16 20:57:28.800000+00:00
6421,-1,"nordbuzz, seeschifffahrt, hamburg, wappnet, warnt",2,2017-11-17 17:44:07.542857216+00:00
6422,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",2,2017-11-17 17:44:07.542857216+00:00
6423,3,"wetterbericht, nee, regens, rheinpegel, meter",1,2017-11-17 17:44:07.542857216+00:00
6424,46,"seeschifffahrt, nacht, grippewelle, gfoehrlichi, mulde",1,2017-11-17 17:44:07.542857216+00:00
6425,340,"fischmarkt, sieht, geburtenrekord, marktschreier, roughity",1,2017-11-17 17:44:07.542857216+00:00
6426,-1,"deutliches, parkplatz, strand, elbe, stadt",4,2017-11-18 14:30:46.285714176+00:00
6427,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",1,2017-11-18 14:30:46.285714176+00:00
6428,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",3,2017-11-18 14:30:46.285714176+00:00
6429,2,"wetterdienst, krankheitserregern, warnung, bauingenieure, ortwarnung",1,2017-11-18 14:30:46.285714176+00:00
6430,10,"geparkte, fischauktionshalle, polizeiinspektion, pluenderungsversuchen, polizeistaat",2,2017-11-18 14:30:46.285714176+00:00
6431,38,"autofahrer, radfahrerin, verletzt, lasterfahrer, automobilzulieferer",1,2017-11-18 14:30:46.285714176+00:00
6432,138,"parkplat, autofahrer, foto, tornado, wirbelsturm",1,2017-11-18 14:30:46.285714176+00:00
6433,155,"osterdeich, deutschlandradio, ukw, weckte, webstream",1,2017-11-18 14:30:46.285714176+00:00
6434,160,"watet, schuhe, hamburg, bestraft, einsatzinfo",1,2017-11-18 14:30:46.285714176+00:00
6435,294,"umweltschutz, auffangbecken, bestpractices, wirtschaftsminis, bankschließfaecher",1,2017-11-18 14:30:46.285714176+00:00
6436,307,"strand, wasser, maenner, glaettegefahr, hedyundolaf",1,2017-11-18 14:30:46.285714176+00:00
6437,340,"fischmarkt, orkanfelix, faengen, geburtenrekord, roughity",1,2017-11-18 14:30:46.285714176+00:00
6438,435,"bildde, fischmarkt, fischauktionshalle, bisschenwasser, ausschlafen",1,2017-11-18 14:30:46.285714176+00:00
6439,456,"marcozitzow, strand, elbe, werkkunstschule, boah",1,2017-11-18 14:30:46.285714176+00:00
6440,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",2,2017-11-19 11:17:25.028571392+00:00
6441,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",6,2017-11-20 08:04:03.771428608+00:00
6442,98,"second, erde, kirchenaustritten, win, praxen",1,2017-11-20 08:04:03.771428608+00:00
6443,-1,"lidlbike, bundesland, hochwasser, sammywilktour, dudg",2,2017-11-21 04:50:42.514285824+00:00
6444,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",1,2017-11-21 04:50:42.514285824+00:00
6445,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",3,2017-11-21 04:50:42.514285824+00:00
6446,153,"millionen, euro, betrogen, landesregierung, computersimulationen",1,2017-11-21 04:50:42.514285824+00:00
6447,-1,"leihraedern, aerger, stadt, hochwasser, sammywilktour",1,2017-11-22 22:24:00+00:00
6448,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",1,2017-11-22 22:24:00+00:00
6449,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",2,2017-11-22 22:24:00+00:00
6450,13,"aquado, kitesurfing, orientierungspunkt, ortmerkel, balticsea",1,2017-11-22 22:24:00+00:00
6451,49,"aufgewachsen, stuhl, genuegen, tonner, koelnerradfahrer",1,2017-11-22 22:24:00+00:00
6452,171,"objekt, friseurmeister, kennsch, fujixpro, stuckaltbau",1,2017-11-22 22:24:00+00:00
6453,353,"aerger, staus, fließgeschwindigkeiten, vorgaengerbaus, surfing",1,2017-11-22 22:24:00+00:00
6454,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",2,2017-11-23 19:10:38.742857216+00:00
6455,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",6,2017-11-23 19:10:38.742857216+00:00
6456,-1,"thyssenkruppschulte, apokalypse, angekommen, trotz, stadt",2,2017-11-24 15:57:17.485714176+00:00
6457,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",6,2017-11-24 15:57:17.485714176+00:00
6458,26,"aktuelle, info, liegt, mehr, pegel",1,2017-11-24 15:57:17.485714176+00:00
6459,-1,"suggental, stadt, einsatzbericht, sammywilktour, taxi",1,2017-11-25 12:43:56.228571392+00:00
6460,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",1,2017-11-25 12:43:56.228571392+00:00
6461,1,"bundesland, wetterextremen, niedrigwasser, besser, betroffen",6,2017-11-25 12:43:56.228571392+00:00
6462,38,"betrunkener, franken, landkreis, autofahrer, fahrzeuge",2,2017-11-25 12:43:56.228571392+00:00
6463,46,"wetterwarnung, schnee, regen, wetter, gfoehrlichi",1,2017-11-25 12:43:56.228571392+00:00
6464,47,"schneefall, sueddeutsche, dienachrichten, wetter, imagefilm",2,2017-11-25 12:43:56.228571392+00:00
6465,54,"meldestufe, bundesland, befoerdert, unwette, grizzlys",1,2017-11-25 12:43:56.228571392+00:00
6466,61,"schneefall, wetterlage, opern, thalkirchner, schwarzwaelder",1,2017-11-25 12:43:56.228571392+00:00
6467,64,"betrunkener, auto, stadtgemeinde, landesstiftung, flensburger",1,2017-11-25 12:43:56.228571392+00:00
6468,74,"jahrtausend, anhaltender, wettertrend, orkanboeen, hysterisch",1,2017-11-25 12:43:56.228571392+00:00
6469,76,"schneefall, elend, wetterlage, klimaschutz, ortufern",11,2017-11-25 12:43:56.228571392+00:00
